"state","NY"
"state","IL"
"state","FL"
"state","PA"
"state","TX"
"state","AZ"
"state","GA"
"state","CA"
"state","CO"
"state","NV"
"state","NC"
"state","NJ"
"state","MN"
"state","WA"
"state","MI"
"state","MA"
"state","VA"
"state","MD"
"state","UT"
"state","HI"
"state","OR"
"state","MO"
"state","KY"
"state","TN"
"state","OH"
"state","PR"
"state","LA"
"state","WI"
"state","IN"
"state","NM"
"state","CT"
"state","AK"
"state","RI"
"state","NE"
"state","OK"
"state","NH"
"state","AL"
"state","ID"
"state","GU"
"state","AR"
"state","SC"
"state","ME"
"state","IA"
"state","KS"
"state","VT"
"state","MS"
"state","VI"
"state","MT"
"state","MP"
"state","ND"
"state","SD"
"state","WY"
"state","WV"
"state","AS"
